movie_id,description,language,rating,writer,director,cast,genre,name,,,,,
tt223702,Sausage Party the first R-rated CG animated movie is about one sausage leading a group of supermarket products on a quest to discover the truth about their existence and what really happens when they become chosen to leave the grocery store., English ,5.6,,,," ""Adventure"", ""Animation"", ""Comedy"", ""Fantasy""",Sausage Party,,,,,
tt254470,The Bellas are back and they are better than ever. After being humiliated in front of none other than the President of the United States of America the Bellas are taken out of the Aca-Circuit. In order to clear their name and regain their status the Bellas take on a seemingly impossible task: winning an international competition no American team has ever won. In order to accomplish this monumental task they need to strengthen the bonds of friendship and sisterhood and blow away the competition with their amazing aca-magic! With all new friends and old rivals tagging along for the trip the Bellas can hopefully accomplish their dreams., English ,6.8,,,," ""Comedy"", ""Music""",Pitch Perfect 2,,,,,
tt69,A chronicle of country music legend Johnny Cash's life from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis where he recorded alongside Elvis Presley Jerry Lee Lewis and Carl Perkins., English ,7.3,,,," ""Drama"", ""Music"", ""Romance""",Walk the Line,,,,,
tt4967,Best friends since they were kids Rabbi Jacob Schram and Father Brian Finn are dynamic and popular young men living and working on New York's Upper West Side. When Anna Reilly once their childhood friend and now grown into a beautiful corporate executive suddenly returns to the city she reenters Jake and Brian's lives and hearts with a vengeance. Sparks fly and an unusual and complicated love triangle ensues., English ,5.9,,,," ""Comedy""",Keeping the Faith,,,,,
tt9449,The four-inch-tall Clock family secretly share a house with the normal-sized Lender family borrowing such items as thread safety pins batteries and scraps of food. However their peaceful co-existence is disturbed when evil lawyer Ocious P. Potter steals the will granting title to the house which he plans to demolish in order to build apartments. The Lenders are forced to move and the Clocks face the risk of being exposed to the normal-sized world., English ,5.8,,,," ""Adventure"", ""Fantasy"", ""Action"", ""Comedy"", ""Family""",The Borrowers,,,,,
tt11499,For three years after being forced from office Nixon remained silent. But in summer 1977 the steely cunning former commander-in-chief agreed to sit for one all-inclusive interview to confront the questions of his time in office and the Watergate scandal that ended his presidency. Nixon surprised everyone in selecting Frost as his televised confessor intending to easily outfox the breezy British showman and secure a place in the hearts and minds of Americans. Likewise Frost's team harboured doubts about their boss's ability to hold his own. But as the cameras rolled a charged battle of wits resulted., English ,7.2,,,," ""Drama"", ""History""",Frost/Nixon,,,,,
tt4912,Television made him famous but his biggest hits happened off screen. Television producer by day CIA assassin by night Chuck Barris was recruited by the CIA at the height of his TV career and trained to become a covert operative. Or so Barris said., English ,6.6,,,," ""Comedy"", ""Crime"", ""Drama"", ""Romance"", ""Thriller""",Confessions of a Dangerous Mind,,,,,
tt12771,Serving Sara is a 2002 romantic comedy film which stars Matthew Perry Elizabeth Hurley and Bruce Campbell. Joe Tyler (Perry) is a process server who is given the assignment to serve Sara Moore (Hurley) with divorce papers., English ,5,,,," ""Comedy"", ""Romance""",Serving Sara,,,,,
tt323676,A titan of industry is sent to prison after she's caught for insider trading. When she emerges ready to rebrand herself as America's latest sweetheart not everyone she screwed over is so quick to forgive and forget., English ,5.5,,,," ""Comedy""",The Boss,,,,,
tt12506,A dramatic story based on actual events about the friendship between two men struggling against apartheid in South Africa in the 1970s. Donald Woods is a white liberal journalist in South Africa who begins to follow the activities of Stephen Biko a courageous and outspoken black anti-apartheid activist., English ,6.9,,,," ""Drama""",Cry Freedom,,,,,
tt24071,In the small town of Mumford a psychologist of the same name moves in and quickly becomes very popular despite a questionable past., English ,6.3,,,," ""Comedy"", ""Drama"", ""Romance""",Mumford,,,,,
tt11249,The killer doll is back! The all-new film is the fifth in the popular series of Chucky (Child's Play) horror comedies. Making his directorial debut is the franchise creator and writer of all five films Don Mancini. The film introduces Glen (voiced by The Lord of the Rings star Billy Boyd) the orphan doll offspring of the irrepressible devilish-doll-come-to-life Chucky (again voiced by series, English ,4.9,,,," ""Drama"", ""Horror"", ""Comedy""",Seed of Chucky,,,,,
tt9667,A military veteran goes on a journey into the future where he can foresee his death and is left with questions that could save his life and those he loves., English ,6.8,,,," ""Drama"", ""Mystery"", ""Thriller"", ""Fantasy""",The Jacket,,,,,
tt812,Princess Jasmine grows tired of being forced to remain in the palace and she sneaks out into the marketplace  in disguise where she meets street-urchin Aladdin and the two fall in love although she may only marry a prince. After being thrown in jail Aladdin and becomes embroiled in a plot to find a mysterious lamp with which the evil Jafar hopes to rule the land., English ,7.4,,,," ""Animation"", ""Family"", ""Comedy"", ""Adventure"", ""Fantasy"", ""Romance""",Aladdin,,,,,
tt277216,In 1987 five young men using brutally honest rhymes and hardcore beats put their frustration and anger about life in the most dangerous place in America into the most powerful weapon they had: their music.  Taking us back to where it all began Straight Outta Compton tells the true story of how these cultural rebels—armed only with their lyrics swagger bravado and raw talent—stood up to the authorities that meant to keep them down and formed the world’s most dangerous group N.W.A.  And as they spoke the truth that no one had before and exposed life in the hood their voice ignited a social revolution that is still reverberating today., English ,7.7,,,," ""Drama"", ""Music""",Straight Outta Compton,,,,,
tt87,After arriving in India Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace., English ,7.1,,,," ""Adventure"", ""Action""",Indiana Jones and the Temple of Doom,,,,,
tt14444,Tommy faces responsibility when Dil his new baby brother is born. As with all newborns the child becomes a bane to Tommy and the rest of his gang. They decide to return Dil to where he came from the hospital but they get lost along the way. Can they find their way home and can Tommy and Dil learn to get along?, English ,5.7,,,," ""Animation"", ""Family""",The Rugrats Movie,,,,,
tt2043,When a teacher kidnaps a girl from a prestigious school homicide detective Alex Cross takes the case and teams up with young security agent Jezzie Flannigan in hope of finding the girl and stopping the brutal psychopath. Every second counts as Alex and Jezzie attempt to track down the kidnapper before the spider claims another victim for its web., English ,6.1,,,," ""Crime"", ""Mystery"", ""Thriller"", ""Action""",Along Came a Spider,,,,,
tt315664,The story of Florence Foster Jenkins a New York heiress who dreamed of becoming an opera singer despite having a terrible singing voice., English ,6.6,,,," ""Comedy"", ""Drama""",Florence Foster Jenkins,,,,,
tt1428,Hitman El Mariachi becomes involved in international espionage involving a psychotic CIA agent and a corrupt Mexican general., English ,6.2,,,," ""Action""",Once Upon a Time in Mexico,,,,,
tt562,NYPD cop John McClane's plan to reconcile with his estranged wife is thrown for a serious loop when minutes after he arrives at her office the entire building is overtaken by a group of terrorists. With little help from the LAPD wisecracking McClane sets out to single-handedly rescue the hostages and bring the bad guys down., English ,7.5,,,," ""Action"", ""Thriller""",Die Hard,,,,,
tt15373,Two salesmen trash a company truck on an energy drink-fueled bender. Upon their arrest the court gives them a choice: do hard time or spend 150 service hours with a mentorship program. After one day with the kids however jail doesn't look half bad., English ,6.4,,,," ""Comedy""",Role Models,,,,,
tt318846,The men who made millions from a global economic meltdown., English ,7.3,,,," ""Comedy"", ""Drama""",The Big Short,,,,,
tt26320,The story of Elliot Tiber and his family who inadvertently played a pivotal role in making the famed Woodstock Music and Arts Festival into the happening that it was. When Elliot hears that a neighboring town has pulled the permit on a hippie music festival he calls the producers thinking he could drum up some much-needed business for his parents' run-down motel. Three weeks later half a million people are on their way to his neighbor’s farm in White Lake New York and Elliot finds himself swept up in a generation-defining experience that would change his life–and American culture–forever., English ,6.2,,,," ""Music"", ""Comedy"", ""Drama""",Taking Woodstock,,,,,
tt14292,In 1980 the United States Ice Hockey team's coach Herb Brooks put a ragtag squad of college kids up against the legendary juggernaut from the Soviet Union at the Olympic Games. Despite the long odds Team USA carried the pride of a nation yearning for a distraction from world events. With the world watching the team rose to the occasion prompting broadcaster Al Michaels' now famous question to the millions viewing at home: Do you believe in miracles? Yes!, English ,7,,,," ""Drama"", ""History""",Miracle,,,,,
tt924,A group of surviving people take refuge in a shopping center after the world has been over taken over by aggressive flesh-eating zombies. A remake of the 1978 zombie film of the same name., English ,6.8,,,," ""Fantasy"", ""Horror"", ""Action""",Dawn of the Dead,,,,,
tt2018,Mary Fiore San Francisco's premiere wedding planner is rescued from an accident by the man of her dreams pediatrician Steve Edison only to find he is the fiancé of her latest client wealthy Fran Donnolly. As Mary continues making the wedding arrangements she and Steve are put into a string of uncomfortable situations that force them to face their mutual attraction., English ,5.5,,,," ""Comedy""",The Wedding Planner,,,,,
tt192577,Space Pirate Captain Harlock and his fearless crew face off against the space invaders who seek to conquer the planet Earth., Japanese ,6.5,,,," ""Animation"", ""Science Fiction""",Space Pirate Captain Harlock,,,,,
tt9428,An estranged family of former child prodigies reunites when their father announces he has a terminal illness., English ,7.4,,,," ""Comedy"", ""Drama""",The Royal Tenenbaums,,,,,
tt2832,Complete strangers stranded at a remote desert motel during a raging storm soon find themselves the target of a deranged murderer. As their numbers thin out the travelers begin to turn on each other as each tries to figure out who the killer is., English ,7.1,,,," ""Mystery"", ""Thriller""",Identity,,,,,
tt137093,Three sixty-something friends take a break from their day-to-day lives to throw a bachelor party in Las Vegas for their last remaining single pal., English ,6.4,,,," ""Comedy""",Last Vegas,,,,,
tt699,A British spy ship has sunk and on board was a hi-tech encryption device. James Bond is sent to find the device that holds British launching instructions before the enemy Soviets get to it first., English ,6.3,,,," ""Adventure"", ""Action"", ""Thriller""",For Your Eyes Only,,,,,
tt9778,Although strangers Sara and Jonathan are both already in relationships they realize they have genuine chemistry after a chance encounter – but part company soon after. Years later they each yearn to reunite despite being destined for the altar. But to give true love a chance they have to find one another again., English ,6.6,,,," ""Comedy"", ""Romance""",Serendipity,,,,,
tt8831,An officer for a security agency that regulates time travel must fend for his life against a shady politician who has a tie to his past., English ,5.5,,,," ""Thriller"", ""Science Fiction"", ""Action"", ""Crime""",Timecop,,,,,
tt9398,Clear the runway for Derek Zoolander VH1's three-time male model of the year. His face falls when hippie-chic he's so hot right now Hansel scooters in to steal this year's award. The evil fashion guru Mugatu seizes the opportunity to turn Derek into a killing machine. Its a well-designed conspiracy and only with the help of Hansel and a few well-chosen accessories can Derek make the world safe., English ,6.1,,,," ""Comedy""",Zoolander,,,,,
tt112949,A young woman with a mysterious past lands in Southport North Carolina where her bond with a widower forces her to confront the dark secret that haunts her., English ,6.9,,,," ""Romance""",Safe Haven,,,,,
tt10439,After 300 years of slumber three sister witches are accidentally resurrected in Salem on Halloween night and it us up to three kids and their newfound feline friend to put an end to the witches' reign of terror once and for all., English ,6.4,,,," ""Comedy"", ""Family"", ""Fantasy""",Hocus Pocus,,,,,
tt3638,Master chef Kate Armstrong runs her life and her kitchen with intimidating intensity. However a recipe for disaster may be in the works when she becomes the guardian of her young niece while crossing forks with the brash sous-chef who just joined her staff. Though romance blooms in the face of rivalry Kate needs to look outside the kitchen to find true happiness., English ,6.1,,,," ""Comedy""",No Reservations,,,,,
tt23483,Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a super-hero even though he has no powers training or meaningful reason to do so., English ,7.1,,,," ""Action"", ""Crime""",Kick-Ass,,,,,
tt62206,Two fledgling criminals kidnap a pizza delivery guy strap a bomb to his chest and advise him that he has mere hours to rob a bank or else..., English ,5.6,,,," ""Action"", ""Adventure"", ""Comedy""",30 Minutes or Less,,,,,
tt10577,In the millenium version of this classic Gothic horror we find Abraham Van Helsing (Plummer) who has tangled with Count Dracula (Butler) in the past working as an English antiques dealer. Simon (Miller) is a vampire hunter in training under his apprenticeship., English ,4.6,,,," ""Thriller"", ""Horror""",Dracula 2000,,,,,
tt218778,Alexander's day begins with gum stuck in his hair followed by more calamities. Though he finds little sympathy from his family and begins to wonder if bad things only happen to him his mom dad brother and sister all find themselves living through their own terrible horrible no good very bad day., English ,6.1,,,," ""Family"", ""Comedy""",Alexander and the Terrible Horrible No Good Very Bad Day,,,,,
tt4348,Pride & Prejudice is a humorous story of love and life among English gentility during the Georgian era. Mr. Bennet is an English gentleman living in Hertfordshire with his overbearing wife and five daughters. If Mr. Bennet dies their house will be inherited by a distant cousin whom they have never met so the family's future happiness and security is dependent on the daughters making good marriages., English ,7.7,,,," ""Drama"", ""Romance""",Pride & Prejudice,,,,,
tt78,In the smog-choked dystopian Los Angeles of 2019 blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans., English ,7.9,,,," ""Science Fiction"", ""Drama"", ""Thriller""",Blade Runner,,,,,
tt11780,In the highlands of Scotland in the 1700s Rob Roy tries to lead his small town to a better future by borrowing money from the local nobility to buy cattle to herd to market. When the money is stolen Rob is forced into a Robin Hood lifestyle to defend his family and honour., English ,6.5,,,," ""Adventure""",Rob Roy,,,,,
tt192102,A dangerous international spy is determined to give up his high stakes life to finally build a closer relationship with his estranged wife and daughter. But first he must complete one last mission - even if it means juggling the two toughest assignments yet: hunting down the world's most ruthless terrorist and looking after his teenage daughter for the first time in ten years while his wife is out of town., English ,6,,,," ""Action"", ""Drama"", ""Thriller"", ""Crime""",3 Days to Kill,,,,,
tt2001,A New York nightclub manager tries to save his brother and father from Russian mafia hitmen., English ,6.5,,,," ""Drama"", ""Crime"", ""Thriller""",We Own the Night,,,,,
tt10383,A small group of Catholics led by an ailing priest believe that Satan intends to become man just as God did in the person of Jesus. The writings of a possessed mental patient lead them to Peter Kelson a writer who studies serial killers. They think it's his body Satan will occupy. The youngest in the group a teacher named Maya Larkin goes to Peter to investigate further and to convince him to believe in the possibility of Evil incarnate. Other signs come to him as he and Maya them take a journey full of strange occurrences self-discovery and an ultimate showdown, English ,4.5,,,," ""Horror"", ""Thriller""",Lost Souls,,,,,
tt11516,The cameras of Jacques Perrin fly with migratory birds: geese storks cranes. The film begins with spring in North America and the migration to the Arctic; the flight is a community event for each species. Once in the Arctic it's family time: courtship nests eggs fledglings and first flight. Chicks must soon fly south. Bad weather hunters and pollution take their toll. Then the cameras go, French ,7,,,," ""Documentary""",Le peuple migrateur,,,,,
tt10025,Manhattanite Ashley is known to many as the luckiest woman around. After a chance encounter with a down-and-out young man however she realizes that she's swapped her fortune for his., English ,5.8,,,," ""Comedy"", ""Drama"", ""Family"", ""Fantasy"", ""Romance""",Just My Luck,,,,,
tt15198,In Mystery Alaska life revolves around the legendary Saturday hockey game at the local pond. But everything changes when the hometown team unexpectedly gets booked in an exhibition match against the New York Rangers. When quirky small-towners slick promoters and millionaire athletes come together., English ,6,,,," ""Drama"", ""Comedy""",Mystery Alaska,,,,,
tt23172,Former CIA spy Bob Ho takes on his toughest assignment to date: looking after his girlfriend's three kids who haven't exactly warmed to their mom's beau. And when one of the youngsters accidentally downloads a top-secret formula Bob's longtime nemesis a Russian terrorist pays a visit to the family., English ,5.5,,,," ""Action"", ""Comedy"", ""Family""",The Spy Next Door,,,,,
tt17834,Murray is a male fairy godmother and he is trying to help 8-year-old Anabel to fulfil her simple wish - that her father Oliver who is a cab driver would win the leading role in a Broadway musical. Unfortunately Murray's magic wand is broken and the fairies convention is threatened by evil witches Claudia and Boots., English ,5.5,,,," ""Adventure"", ""Comedy"", ""Family"", ""Fantasy""",A Simple Wish,,,,,
tt10016,Melanie Ballard (Natasha Henstridge) is a hard nosed police chief in the year 2025. She and a police snatch squad are sent to Mars to apprehend a dangerous criminal James Williams (Ice Cube). Mars has been occupied by humans for some time and they have set up mining facilities. The mining activities on Mars have unleashed the spirits of alien beings who gradually possess the bodies of the workers. It soon turns out that catching the dangerous fugitive takes a back seat as the alien spirits begin to rid their planet of the 'invaders'., English ,4.8,,,," ""Action"", ""Horror"", ""Science Fiction""",Ghosts of Mars,,,,,
tt10317,A feature film based on the documentary Our Brand Is Crisis which focuses on the use of American political campaign strategies in South America., English ,5.8,,,," ""Comedy"", ""Drama""",Our Brand Is Crisis,,,,,
tt58431,A zombie outbreak has fallen upon the land in this reimagining of Jane Austen’s classic tale of the tangled relationships between lovers from different social classes in 19th century England. Feisty heroine Elizabeth Bennet (Lily James) is a master of martial arts and weaponry and the handsome Mr. Darcy (Sam Riley) is a fierce zombie killer yet the epitome of upper class prejudice. As the zombie outbreak intensifies they must swallow their pride and join forces on the blood-soaked battlefield in order to conquer the undead once and for all., English ,5.5,,,," ""Romance"", ""Horror"", ""Comedy"", ""Thriller""",Pride and Prejudice and Zombies,,,,,
tt9746,The Tibetans refer to the Dalai Lama as 'Kundun' which means 'The Presence'. He was forced to escape from his native home Tibet when communist China invaded and enforced an oppressive regime upon the peaceful nation. The Dalai Lama escaped to India in 1959 and has been living in exile in Dharamsala ever since., English ,6.8,,,," ""Drama""",Kundun,,,,,
tt13092,A British writer struggles to fit in at a high-profile magazine in New York. Based on Toby Young's memoir How to Lose Friends &amp; Alienate People., English ,6.2,,,," ""Comedy"", ""Romance"", ""Drama""",How to Lose Friends & Alienate People,,,,,
tt59859,After Kick-Ass’ insane bravery inspires a new wave of self-made masked crusaders he joins a patrol led by the Colonel Stars and Stripes. When these amateur superheroes are hunted down by Red Mist — reborn as The Mother Fucker — only the blade-wielding Hit-Girl can prevent their annihilation., English ,6.3,,,," ""Action"", ""Adventure"", ""Crime""",Kick-Ass 2,,,,,
tt13495,In 17th century Spain Diego Alatriste a brave and heroic soldier is fighting in his King's army in the Flandes region. His best mate Balboa falls in a trap and near to death asks Diego to look after his son and teach him to be a soldier.,Spanish,5.6,,,," ""Action""",Alatriste,,,,,
tt254473,In a dystopian Detroit grand houses that once housed the wealthy are now homes of the city's most-dangerous criminals. Surrounding the area is a giant wall to keep the rest of Detroit safe. For undercover cop Damien Collier every day is a battle against corruption as he struggles to bring his father's killer Tremaine to justice. Meanwhile Damien and an ex-con named Lino work together to save the city from a plot to destroy it., English ,5.7,,,," ""Action"", ""Crime"", ""Drama""",Brick Mansions,,,,,
tt700,James Bond is sent to investigate after a fellow “00” agent is found dead with a priceless Farberge egg. James bond follows the mystery and uncovers a smuggling scandal and a Russian General who wants to provoke a new World War., English ,6.2,,,," ""Adventure"", ""Action"", ""Thriller""",Octopussy,,,,,
tt4964,For fun loving party animal Ben Stone the last thing he ever expected was for his one night stand to show up on his doorstep eight weeks later to tell him she's pregnant., English ,6.2,,,," ""Comedy"", ""Romance"", ""Drama""",Knocked Up,,,,,
tt10024,Sara and Brian live an idyllic life with their young son and daughter. But their family is rocked by sudden heartbreaking news that forces them to make a difficult and unorthodox choice in order to save their baby girl's life. The parents' desperate decision raises both ethical and moral questions and rips away at the foundation of their relationship. Their actions ultimately set off a court case that threatens to tear the family apart while revealing surprising truths that challenge everyone's perceptions of love and loyalty and give new meaning to the definition of healing., English ,7.1,,,," ""Drama""",My Sister's Keeper,,,,,
tt13490,Martin Lawrence leads an all-star cast including Cedric the Entertainer Mo'Nique and Mike Epps in the hit comedy Welcome Home Roscoe Jenkins. When a celebrated TV show host (Lawrence) returns to his hometown in the South his family is there to remind him that going home is no vacation! It's one outrageous predicament after another when big-city attitude and small-town values collide in this hysterical comedy critics are praising for its over-the-top hilarity! (Roger Moore Orlando Sentinel)., English ,5.7,,,," ""Comedy"", ""Drama""",Welcome Home Roscoe Jenkins,,,,,
tt15927,The film is set during the period of growing influence of the Indian independence movement in the British Raj. It begins with the arrival in India of a British woman Miss Adela Quested (Judy Davis) who is joining her fiancé a city magistrate named Ronny Heaslop (Nigel Havers). She and Ronny's mother Mrs. Moore (Peggy Ashcroft) befriend an Indian doctor Aziz H. Ahmed (Victor Banerjee)., English ,6.9,,,," ""Drama"", ""Adventure"", ""History""",A Passage to India,,,,,
tt1259,A veteran high school teacher befriends a younger art teacher who is having an affair with one of her 15-year-old students. However her intentions with this new friend also go well beyond platonic friendship., English ,6.9,,,," ""Drama"", ""Romance""",Notes on a Scandal,,,,,
tt5125,When an Egyptian terrorism suspect disappears on a flight from Africa to Washington DC his American wife and a CIA analyst find themselves caught up in a struggle to secure his release from a secret detention facility somewhere outside the US., English ,6.2,,,," ""Drama"", ""Thriller""",Rendition,,,,,
tt174,On the eve of retirement Kirk and McCoy are charged with assassinating the Klingon High Chancellor and imprisoned. The Enterprise crew must help them escape to thwart a conspiracy aimed at sabotaging the last best hope for peace., English ,6.7,,,," ""Science Fiction"", ""Action"", ""Adventure"", ""Thriller""",Star Trek VI: The Undiscovered Country,,,,,
tt9583,A mother and daughter dispute is resolved by the Yaya sisterhood - long time friends of the mother., English ,5.6,,,," ""Comedy"", ""Drama"", ""Romance""",Divine Secrets of the Ya-Ya Sisterhood,,,,,
tt9437,Forensic psychologist Alex Cross travels to North Carolina and teams with escaped kidnap victim Kate McTiernan to hunt down Casanova a serial killer who abducts strong-willed women and forces them to submit to his demands. The trail leads to Los Angeles where the duo discovers that the psychopath may not be working alone., English ,6.2,,,," ""Drama"", ""Mystery"", ""Thriller"", ""Crime""",Kiss the Girls,,,,,
tt525,Jake Blues is just out of jail and teams up with his brother Elwood on a 'mission from God' to raise funds for the orphanage in which they grew up. The only thing they can do is do what they do best – play music – so they get their old band together and they're on their way while getting in a bit of trouble here and there., English ,7.5,,,," ""Music"", ""Comedy"", ""Action"", ""Crime""",The Blues Brothers,,,,,
tt10188,Four young women continue the journey toward adulthood that began with The Sisterhood of the Traveling Pants. Now three years later these lifelong friends embark on separate paths for their first year of college and the summer beyond but remain in touch by sharing their experiences with each other., English ,6,,,," ""Adventure"", ""Comedy"", ""Drama"", ""Family""",The Sisterhood of the Traveling Pants 2,,,,,
tt63574,G.G. Sparrow faces off with her choir's newly appointed director Vi Rose Hill over the group's direction as they head into a national competition., English ,6.7,,,," ""Comedy"", ""Music""",Joyful Noise,,,,,
tt245,Will Freeman is a hip Londoner who one day realizes that his friends are all involved with the responsibilities of married life and that leaves him alone in the cold. Passing himself off as a single father he starts to meet a string of single mums confident in his ability to leave them behind when they start to ask for a commitment. But Will's hope of a continued bachelorhood is interrupted when he meets 12-year old Marcus in many ways his complete opposite., English ,6.6,,,," ""Drama"", ""Comedy"", ""Romance""",About a Boy,,,,,
tt9825,When a man is eaten alive by an unknown creature the local Game Warden teams up with a paleontologist from New York to find the beast. Add to the mix an eccentric philanthropist with a penchant for Crocs and here we go! This quiet remote lake is suddenly the focus of an intense search for a crocodile with a taste for live animals...and people!, English ,5.5,,,," ""Horror"", ""Comedy"", ""Action"", ""Science Fiction"", ""Thriller""",Lake Placid,,,,,
tt186,Slevin is mistakenly put in the middle of a personal war between the city’s biggest criminal bosses. Under constant watch Slevin must try not to get killed by an infamous assassin and come up with an idea of how to get out of his current dilemma. A film with many twists and turns., English ,7.4,,,," ""Drama"", ""Thriller"", ""Crime"", ""Mystery""",Lucky Number Slevin,,,,,
tt9549,A chronicle of the original Mercury astronauts in the formation of America's space program: Alan Shepherd the first American in space; Gus Grissom the benighted astronaut for whom nothing works out as planned; John Glenn the straight-arrow 'boy scout' of the bunch who was the first American to orbit the earth; and the remaining pilots: Deke Slayton Scott Carpenter and Wally Schirra., English ,7.3,,,," ""Drama"", ""History""",The Right Stuff,,,,,
tt61891,Set against the backdrop of the succession of Queen Elizabeth I and the Essex Rebellion against her the story advances the theory that it was in fact Edward De Vere Earl of Oxford who penned Shakespeare's plays., English ,6.3,,,," ""Drama"", ""History"", ""Thriller""",Anonymous,,,,,
tt34584,While hiding from bullies in his school's attic a young boy discovers the extraordinary land of Fantasia through a magical book called The Neverending Story. The book tells the tale of Atreyu a young warrior who with the help of a luck dragon named Falkor must save Fantasia from the destruction of The Nothing., English ,7,,,," ""Drama"", ""Family"", ""Fantasy"", ""Adventure""",The Neverending Story,,,,,
tt2666,A man struggles with memories of his past including a wife he cannot remember in a nightmarish world with no sun and run by beings with telekinetic powers who seek the souls of humans., English ,7.2,,,," ""Mystery"", ""Science Fiction""",Dark City,,,,,
tt12783,A chronicle of the life of 18th century aristocrat Georgiana Duchess of Devonshire who was reviled for her extravagant political and personal life., English ,6.7,,,," ""Drama"", ""History"", ""Romance""",The Duchess,,,,,
tt13155,Dorothy saved from a psychiatric experiment by a mysterious girl finds herself back in the land of her dreams and makes delightful new friends and dangerous new enemies., English ,6.7,,,," ""Adventure"", ""Family"", ""Fantasy""",Return to Oz,,,,,
tt42807,Four Newton brothers are a poor farmer family in the 1920s. The oldest of them Willis one day realizes that there's no future in the fields and offers his brothers to become a bank robbers. Soon the family agrees. They become very famous robbers and five years later execute the greatest train robbery in American history., English ,5.9,,,," ""Crime"", ""Action"", ""Drama""",The Newton Boys,,,,,
tt28355,In her many years as a social worker Emily Jenkins believes she has seen it all until she meets 10-year-old Lilith and the girl's cruel parents. Emily's worst fears are confirmed when the parents try to harm the child and so Emily assumes custody of Lilith while she looks for a foster family. However Emily soon finds that dark forces surround the seemingly innocent girl and the more she tries to protect Lilith the more horrors she encounters., English ,6.1,,,," ""Horror"", ""Mystery"", ""Thriller""",Case 39,,,,,
tt8080,A killer is on the loose and an FBI agent sifts through clues and learns that the bloodthirsty felon's victims of choice are other serial killers., English ,5.5,,,," ""Crime"", ""Thriller""",Suspect Zero,,,,,
tt5126,A recently-widowed science fiction writer considers whether to adopt a hyper-imaginative 6-year-old abandoned and socially-rejected boy who says he's really from Mars., English ,6.8,,,," ""Drama""",Martian Child,,,,,
tt56288,Eight years after the third film the OSS has become the world's top spy agency while the Spy Kids department has since become defunct. A retired spy Marissa (Jessica Alba) is thrown back into the action along with her stepchildren when a maniacal Timekeeper (Jeremy Piven) attempts to take over the world. In order to save the world Rebecca (Rowan Blanchard) and Cecil (Mason Cook) must team up with their hated stepmother. Carmen and Juni have since also grown up and will provide gadgets to them., English ,4.4,,,," ""Family"", ""Comedy"", ""Action""",Spy Kids: All the Time in the World,,,,,
tt303858,Financial TV host Lee Gates and his producer Patty are put in an extreme situation when an irate investor takes over their studio., English ,6.5,,,," ""Thriller""",Money Monster,,,,,
tt1613,Elmo McElroy is a streetwise American master chemist who heads to England to sell his special new formula - a powerful blue concoction guaranteed to take you to 'the 51st state.' McElroy's new product delivers a feeling 51 times more powerful than any thrill any pleasure any high in history. But his plans for a quick profitable score go comically awry when he gets stuck in Liverpool with an unlikely escort and his ex-girlfriend and becomes entangled in a bizarre web of double-dealing and double-crosses., English ,5.9,,,," ""Thriller"", ""Action"", ""Comedy"", ""Crime""",The 51st State,,,,,
tt31582,An ultraconservative police officer suffers a debilitating stroke and is assigned to a rehabilitative program that includes singing lessons - with the drag queen next door., English ,5.9,,,," ""Comedy"", ""Drama""",Flawless,,,,,
tt16617,Trainees in the FBI's psychological profiling program must put their training into practice when they discover a killer in their midst., English ,6.3,,,," ""Mystery"", ""Thriller"", ""Crime""",Mindhunters,,,,,
tt8944,During the course of an ordinary week in Hollywood movie producer Ben (Robert De Niro) must navigate his way through shark-infested waters as he struggles to complete his latest projects. A demanding studio boss (Catherine Keener) demands extensive changes to a movie starring Sean Penn while another chief won't greenlight a project unless star Bruce Willis shaves his beard. Meanwhile Ben tries to reconcile with his wife and maintain a relationship with his young daughter., English ,5.2,,,," ""Comedy"", ""Drama""",What Just Happened,,,,,
tt41488,The film is set in France in the 1990s the French were defeated by the Germans early in World War II an armistice was signed in 1940 which effectively split France into a German occupied part in the North and a semi-independent part in the south which became known as Vichy France. In reality the Vichy government was a puppet regime controlled by the Germans. Part of the agreement was that the Vichy Government would assist with the 'cleansing' of Jews from France. The Vichy government formed a police force called the Milice who worked with the Germans..., English ,5.9,,,," ""Drama"", ""Thriller""",The Statement,,,,,
tt37028,During World War I in an unnamed country a soldier named Tamino is sent by the Queen of the Night to rescue her daughter Pamina from the clutches of the supposedly evil Sarastro. But all is not as it seems., English ,6.9,,,," ""Comedy"", ""Drama"", ""Music""",The Magic Flute,,,,,
tt14560,Mild-mannered Paul Blart (Kevin James) has always had huge dreams of becoming a State Trooper. Until then he patrols the local mall as a security guard. With his closely cropped moustache personal transporter and gung-ho attitude only Blart seems to take his job seriously. All that changes when a team of thugs raids the mall and takes hostages. Untrained unarmed and a super-size target Blart has to become a real cop to save the day., English ,5.2,,,," ""Action"", ""Adventure"", ""Comedy"", ""Family""",Paul Blart: Mall Cop,,,,,
