movie_id,description,language,rating,writer,director,cast,genre,name,,,,,
tt0439418,A neighborhood good-for-nothing attempts to romance the new girl in town., Tamil ,7.7,,"[ ""K. Selvaraghavan"" ]", Sonia Agarwal Chandramohan Ravi Krishna Aachi Manorama Suman Shetty Sudeepa Sudha Vijayan ," ""Drama"" ",7/G Rainbow Colony,,,,,
tt0375571,Three men and their accidental meeting on Napier Bridge will change their lives forever., Tamil ,7.7, Mani Ratnam Sujatha ,"[ ""Mani Ratnam"" ]", Suriya Madhavan Siddharth Meera Jasmine Esha Deol Trisha Krishnan Bharathiraja Janagaraj R.S. Shivaji Sriman Suchitra T.S. Suresh Ejji K. Umamahesh ," ""Drama"", ""Thriller"" ",Ayitha Ezhuthu,,,,,
tt4047112,Right from his childhood the motherless Jeeva grows with his focus fully on Cricket. However it is never smooth sailing for him with disruptions coming in various forms ranging from his love life to team selection politics., Tamil ,7.7, Santhosh Suseenthiran ,"[ ""Suseenthiran"" ]", Vishnu Vishal Sri Divya Soori Lakshman Narayan Sanyathara Charlie V. Madhusudhan Rao Marimuthu T. Siva R. Ravi Muthuraman Udhayabanu Maheshwaran Bava Lakshmanan Ramnath Shetty Nandhakumar ," ""Drama"", ""Sport"" ",Jeeva,,,,,
tt2180477,10 years after finishing college two best friends and their enemy go on a search for their third friend while finding out some truths along the way., Tamil Telugu ,7.7, Rajkumar Hirani Abhijat Joshi ,"[ ""S. Shankar"" ]", Joseph Vijay Jiiva Srikanth Ileana D'Cruz Satyaraj Sathyan Aadukalam Naren Surya S.J. Vijay Vasanth T.M. Karthik Uma Pathmanabhan Manobala Shanmuga Sundharam Ajay Ratnam Indrans ," ""Comedy"", ""Drama"", ""Romance"" ",Nanban,,,,,
tt1517561,Kutty wants to become a singer while working in an audio shop run by Mani. His songs are appreciated by a college student Rukmani and each time when she wishes to meet him circumstances ..., Tamil ,7.7,,"[ ""Ezhil"" ]", Joseph Vijay Simran Dhamu Vaiyapuri Madan Bob Ponnambalam Paari Venkat Manivannan ," ""Drama"", ""Romance"" ",Thulladha Manamum Thullum,,,,,
tt0234457,, Tamil ,7.8,,"[ ""R. Krishnan"", ""S. Panju"" ]", Saroja Devi B. M.G. Ramachandran M.R. Radha Cho Ramaswamy ,,Petral Than Pillayya,,,,,
tt0309974,, Tamil ,7.8,,"[ ""Robert Rajasekar"" ]", Chandrashekhar Suhasini ," ""Drama"" ",Palaivana Solai,,,,,
tt0245145,, Tamil ,7.8,,"[ ""Sundarrao Nadkarni"" ]", M.K. Thyagaraja Bhagavathar N.S. Krishnan ,,Haridas,,,,,
tt0256584,, Tamil ,7.8,,"[ ""Vedantam Raghavaiah"" ]", Anjali Devi ,,Adutha Veetu Penn,,,,,
tt0357905,A young girl is torn between an obsessive lover and a mild-mannered suitor., Tamil Telugu ,7.7, Gautham Menon ,"[ ""Gautham Menon"" ]", Madhavan Abbas Reema Sen Nagesh Vivek Vidharth ," ""Comedy"", ""Drama"", ""Musical"" ",Minnale,,,,,
tt0245412,, Tamil Kannada ,7.8,,"[ ""Sundarrao Nadkarni"" ]", Rajkumar Udaya Kumar Aswath Balkrishna Leelavathi Pandharibai Vadiraj ,,Sant Tukaram,,,,,
tt0246805,Navarathri traces Nalina's (Savitri) experience of nine emotions on nine consecutive nights., Tamil ,7.8,,"[ ""A.P. Nagarajan"" ]", Shivaji Ganesan Aachi Manorama Nagesh V.K. Ramasamy Savitri ,,Navarathri,,,,,
tt3599196,Oru modhal oru kadhal is a story of a guy (Vivek Rajgopal) who falls in love with a girl and their trouble-filled journey from Chennai to Bangalore to Delhi giving troubles to his friends and family portrayed hilariously., Tamil ,7.8, T.G. Keerthi Kumar ,"[ ""T.G. Keerthi Kumar"" ]", Megha Burman Dr. Kingmoohan Meera Krishna Pyramid Natarajan Vivek Rajgopal Swaminathan ," ""Comedy"", ""Romance"" ",Oru Modhal Oru Kadhal,,,,,
tt0155191,, Tamil ,7.8,,"[ ""K. Balachander"" ]", Kamal Haasan Jayachitra ," ""Drama"" ",Sollathan Ninaikiren,,,,,
tt3426284,, Tamil ,7.8,,"[ ""Balu Mahendra"" ]", Karthick Balu Mahendra M. Sasikumar Vinodhini Vaidynathan ,,Thalaimuraigal,,,,,
tt3182644,Four penniless down-and-out youngsters plan to rob the house of a wealthy businessman believing that the family is out on a pilgrimage. But when they break into the house nothing goes as ..., Tamil ,7.7, Naveen Naveen ,"[ ""Naveen"" ]", Naveen Sentrayan Rajaj Kuberan Oviya V. Jayaprakash Sindhu Reddy Aadhira Anupama Kumar Krishna Baskar Sanjeevee Sabeesh Manasa Winco Prakash ," ""Comedy"", ""Drama"", ""Musical"" ",Moodar Koodam,,,,,
tt0156132,, Tamil ,7.8, G.M. Kumar ,"[ ""Bhagyaraj"" ]", Bhagyaraj M.N. Nambiar ,,Thooral Ninnu Pochhu,,,,,
tt0781434,Swetha 13 discovers that her uncle Gautham dresses as a woman once night has fallen. Intrigued she asks him about him and he confesses her that his dream would be to escape to Koovagam...,  Tamil Hindi ,7.8, Santosh Sivan ,"[ ""Santosh Sivan"" ]", Shweta Apeksha Bhat Bobby Darling Ghanteshwar T. Guru Kushboo Ejji K. Umamahesh Vishnuvardhan ," ""Drama"" ",Navarasa,,,,,
tt0155664,, Tamil ,7.8,,"[ ""Bhagyaraj"" ]", Bhagyaraj Shivaji Ganesan Parthiban ,,Dhavani Kannavukal,,,,,
tt0155003,, Tamil ,7.8,,"[ ""K. Balachander"" ]",,,Pattina Pravesam,,,,,
tt0364456,, Tamil ,7.8,,"[ ""Chitralaya Gopu"" ]", Lakshmi Aachi Manorama Venniradai Moorthy R. Muthuraman Sachu Srikanth Thengai Srinivasan Surulirajan ,,Kasethan Kadavulada,,,,,
tt1045898,Story of two brothers told from the perspective of older brother who recalls his childhood memories where he runs away from home and returns after 20 years. The rest of the film is all ..., Telugu Tamil ,7.8,,"[ ""Vasanthabalan"" ]", Pasupathy Bharath Srinivasan Bhavana Priyanka Nair G.M. Kumar Shreya Reddy Ravi Maria Vijayachander Chaams ," ""Drama"" ",Veyyil,,,,,
tt0250462,Brave and loyal warrior-archer Karna joins the Kauravas to battle the Pandavas in the Kurukshetra., Tamil ,7.8, Kannadasan Sakthi T.K. Krishnasamy ,"[ ""B. Ramakrishnaiah Panthulu"" ]", Shivaji Ganesan Taraka Rama Rao Nandamuri Ashokan R. Muthuraman Savitri Devika M.V. Rajamma Sandhya ," ""Action"", ""Drama"", ""History"" ",Karnan,,,,,
tt5082662,A tale of unrequited love and unexplored desires. A young man meets his childhood love one rainy night in the city of dreams. When they both realise that the desire for more can ruin what ..., Tamil ,7.8,,"[ ""Selvamani Selvaraj"" ]", Sruthi Hariharan Vicky R ," ""Drama"", ""Romance"" ",Nila,,,,,
tt0259699,MGR prances the world trying to find a secret energy formula before villains do., Tamil ,7.8,,"[ ""M.G. Ramachandran"" ]", Ashokan Latha Manjula R.S. Manohar Nagesh M.N. Nambiar M.G. Ramachandran ,,Ulagam Sutrum Valiban,,,,,
tt0768708,The film sensitively portrays the struggles of a father whose main priority in life is the well being of his children and who is determined to see his children grow up to become decent successful persons., Tamil ,7.8, Cheran ,"[ ""Cheran"" ]", Cheran Raj Kiran Padmapriya Saranya Ponvannan Senthil ," ""Drama"" ",Thavamai Thavamiruntu,,,,,
tt1997455,Three friends decide to do whatever it takes to unite one of their old friends with the girl he is in love with which gradually takes a turn for the worst but strengthening their bond with each other nonetheless., Tamil ,7.6, Samuthirakani ,"[ ""Samuthirakani"" ]", M. Sasikumar Vijay Vasanth Bharani Ananya Abhinaya V. Jayaprakash Prabha 'Ganja' Karuppu Lakshmi Ramakrishnan Namo Narayana ," ""Action"", ""Comedy"", ""Drama"" ",Naadodigal,,,,,
tt0139859,A class-divided friendship goes through highs and lows through several decades., Tamil ,7.6, Suresh Krishna ,"[ ""Suresh Krishna"" ]", Rajinikanth Sarath Babu Kushboo Radha Ravi Janagaraj Vinuchakravarthy Karan Rekha Mallick Aachi Manorama Nizhalgal Ravi Vaishnavi Vishnu ," ""Drama"" ",Annamalai,,,,,
tt1804623,The movie revolves around the life of Anbukkarasu and Jeevanandham their rivalry and its consequences and their reunion during the 6th grade at local Government School., Tamil ,7.6, Pandiraj ,"[ ""Pandiraj"" ]", Vimal Vega Tamotia Kishore Sri Ram Pakoda Pandi Tharani V. Jayaprakash Sivakumar Sujatha ,,Pasanga,,,,,
tt1720047,The story on the lives of a salesgirl and sales boy of a popular Saree store in Chennai., Tamil ,7.6, Vasanthabalan ,"[ ""Vasanthabalan"" ]", Mahesh Anjali A. Venkatesh Pandi Sneha John Vijay ," ""Drama"" ",Angadi Theru,,,,,
tt1670635,The movie depicts love ego hatred jealousy faith and all other aspects as the tale moves around the 3 characters - Vasudevan Balakrishnan and Ramya., Tamil ,7.7, Arivazhagan Arivazhagan Venkatachalam ,"[ ""Arivazhagan Venkatachalam"" ]", Aadhi Nandha Sindhu Menon Saranya Mohan L. Srinath Lakshmi Ramakrishnan Heera Selvaraj ," ""Crime"", ""Music"", ""Mystery"" ",Eeram,,,,,
tt3203910,Newlyweds who hate each other come to terms with each other and their past., Tamil ,7.6, Atlee Kumar ,"[ ""Atlee Kumar"" ]", Arya Nayanthara Jai Nazriya Nazim Satyaraj Santhanam Sathyan Manobala Rajendran Misha Ghoshal Dhanya Balakrishna Swaminathan T.M. Karthik Jangiri Madhumitha Gaana Bala ," ""Comedy"", ""Drama"", ""Romance"" ",Raja Rani,,,,,
tt0187496,, Tamil ,7.7,,[], Kamal Haasan Sridevi ,,Shankarlal,,,,,
tt0242572,An Indian adaptation of Jane Austen's Sense and Sensibility focusing on two sisters of opposing temperaments., Tamil  ,7.6, Rajiv Menon Sujatha ,"[ ""Rajiv Menon"" ]", Mammootty Ajith Kumar Tabu Aishwarya Rai Bachchan Abbas Srividya Shamili Pooja Batra Chandrakala Arvind Krishna Lakshmi Manivannan Dino Morea Unnikrishnan Nampoothiri Raghuvaran ," ""Drama"", ""Romance"" ",Kandukondain Kandukondain,,,,,
tt0235607,, Tamil ,7.6, S.N. Swamy ,"[ ""K. Madhu"" ]", Amala Akkineni Charlie Mammootty Nagesh R.S. Shivaji Sreeja ," ""Crime"", ""Drama"" ",Mounam Sammadham,,,,,
tt0377321,the movie is about two young lovers, Tamil ,7.6,,"[ ""Vasanth"" ]", Ajith Kumar Suvalakshmi Prakash Raj Rohini Poornam Vishwanathan Nizhalgal Ravi Vadivelu Pooja Batra Raju Sundaram Mounika ," ""Drama"", ""Romance"", ""Thriller"" ",Aasai,,,,,
tt2072167,Karthik and Yamini can't stand each other but there lies the twist when opposites attract., Tamil ,7.6, K. Selvaraghavan ,"[ ""K. Selvaraghavan"" ]", Dhanush Richa Gangopadhyay Sunder Ramu Mathivanan Rajendran Pooja Balu Zara Barring Shilpi Kiran Rajiv Choudhry Ravi Prakash Guy Whiteley Pooja Devariya ," ""Drama"", ""Romance"" ",Mayakkam Enna,,,,,
tt2393296,Imagine a perfect murder., Tamil ,7.6, R. Arvind Arvind Ramalingam ,"[ ""Arvind Ramalingam"" ]", Arvind Ramalingam ," ""Crime"", ""Mystery"", ""Thriller"" ",Karma,,,,,
tt2325915,A person who comes to unite two families so that he can join his lover with her lover, Tamil ,7.6,,[], Sheela Kaur Sangeetha Joseph Vijay ,,Poove Unakkaga,,,,,
tt0316078,Jeevanandhan Jeeva (Vijay) is a very rich young man. Although his parents (Sivakumar and Srividhya) want him to settle down he goes to another city to do his MBA and stays with friends. ..., Tamil ,7.6,,"[ ""Fazil"" ]", Joseph Vijay Shalini Manivannan Kaka Radhakrishnan Radha Ravi Sivakumar Srividya Thalaivasal Vijay Sridevi Vijaykumar ," ""Drama"", ""Romance"" ",Kaadhalukku Mariyaadai,,,,,
tt0089646,A friendship between a middle-aged upper-caste man in a village and a boatman's daughter raises eyebrows., Tamil ,7.6, Bharathiraja ,"[ ""Bharathiraja"" ]", Shivaji Ganesan Radha Satyaraj Vadivukkarasi ,,Muthal Mariyathai,,,,,
tt3681442,A photographer gets into trouble in a village where photography is banned., Tamil ,7.6, Ram ,"[ ""Ram"" ]", Vishnu Vishal Nandita Shwetha Anand Raj Kaali Venkat Ramdoss Gajaraj Aadesh Pasupathy Raj Madurai Mohan Master Rahul Subramani Vijayamuthu Kovai Uma Kambam Meena Pulipandi ," ""Comedy"", ""Drama"", ""Romance"" ",Mundaasupatti,,,,,
tt0248201,Sivagnanam (Sivaji Ganesan) works as a bank clerk. Though his pay is meager he deals with a lot of cash at the bank. His family consists of wife Lakshmi (Anjali Devi) a daughter whose ..., Tamil ,7.7,,"[ ""P. Neelakantan"" ]", Anjali Devi Shivaji Ganesan ,,Mudhal Thedi,,,,,
tt0375997,Nandha kills his father in the confusion that follows when his mother discovers her husband's philandering. Nandha is packed off to juvenile prison leaving behind his deaf and dumb mother ..., Tamil ,7.6, Bala ,"[ ""Bala"" ]", Suriya Laila Raj Kiran Rajashri Karunas Saravanan Sheela Kaur 'Nandha' Saravanan Vinoth Kishan ," ""Drama"" ",Nandha,,,,,
tt0386650,Misogynist falls in love with comely co-ed., Tamil ,7.6,,"[ ""Ameer Sultan"" ]", Suriya Trisha Krishnan Nandha Anju Mahendran Maha Laila ," ""Drama"", ""Romance"" ",Mounam Pesiyadhe,,,,,
tt0250776,The story of a man who strives to get his daughter married to his boss's son as per his last wish., Tamil ,7.7,,"[ ""B. Ramakrishnaiah Panthulu"" ]", M.V. Rajamma M.G. Ramachandran Jayalalitha J Jyothi Lakshmi Cho Ramaswamy Vijayashree ," ""Action"", ""Romance"" ",Thedi Vanda Mappillai,,,,,
tt0154157,, Tamil ,7.7, K. Balachander ,"[ ""K. Balachander"" ]", Jayabharati Sennalkudi Lakshmi Aachi Manorama R. Muthuraman Nagesh Major Sundarrajan ,,Anubavi Raja Anubavi,,,,,
tt0290772,, Tamil ,7.7, Ramanna ,"[ ""Ramanna"" ]", Ravichandran Jayalalitha J Nagesh ,,Moondru Yezhuthu,,,,,
tt0214940,, Tamil ,7.7,,"[ ""Ellis Dungan"", ""E.S. Tunda"" ]", T.S. Balaiah Kamala Kumari Chittor V. Nagaiah Radha M.S. Subbalakshmi T.V. Rajasundaribai T.S. Santhanam M.G. Ramachandran ,,Meera,,,,,
tt3323862,, Tamil ,7.7,,"[ ""Visu"" ]", Visu Srividya S.R. Janaki ,,Dowry Kalyanam,,,,,
tt0192198,The film revolves around Lord Murugan his birth marriage and his acceptance of the post of the head of the army of heaven., Tamil ,7.7, A.P. Nagarajan ,"[ ""A.P. Nagarajan"" ]", Gemini Ganesan Savitri Shivaji Ganesan Sivakumar Jayalalitha J Ashokan Sridevi K.B. Sundarambal K.R. Vijaya Aachi Manorama ,,Kandan Karunai,,,,,
tt0214919,, Tamil ,7.7,,"[ ""Ellis Dungan"", ""T.R. Sundaram"" ]", M.G. Ramachandran Madhuri Devi S.A. Natarajan K.S. Angamuthu A. Karunanidhi Lalitha T.P. Muthulakshmi M.N. Nambiar Padmini Ragini G. Shakuntala Sivasuriyan K.K. Sounder ,,Manthiri Kumari,,,,,
tt0888503,Historical Comedy about a Dravidian Ruler and his family., Tamil ,7.6, Chimbudeven ,"[ ""Chimbudeven"" ]", Vadivelu Nassar Nagesh Aachi Manorama Ilavarasu Mounika Sriman Tejasree V.S. Raghavan Manobala Thambi Ramayya Singamuthu Nellai Siva Scissor Manohar ," ""Comedy"" ",Imsai Arasan 23 M Pulikesi,,,,,
tt0234571,The story revolves around Mohanasundaram a returned-from-abroad westernized rich man who shows arrogance and contempt towards anything part of Indian culture and anyone below his social standards., Tamil ,7.6,,"[ ""R. Krishnan"", ""S. Panju"" ]", M.R. Radha S.S. Rajendran M.N. Rajam Chandrababu Ranjani ,,Ratha Kanneer,,,,,
tt1943756,The film is inspired by a novel Uchi Veyyil written by Indra Parthasarathy. The film revolves around Ambi a young man in his early thirties. Ambi arrives in Kumbakonam from Delhi to see ..., Tamil ,7.7, K.S. Sethumadhavan ,"[ ""K.S. Sethumadhavan"" ]", Jayabharati Radha Sivakumar ," ""Drama"" ",Marupakkam,,,,,
tt0281099,Musical Extravaganza with story of of love / deceit and life after love fails., Tamil ,7.7,,"[ ""S.P. Muthuraman"" ]", Rajinikanth Jyothi ,,Pudhu Kavithai,,,,,
tt0248347,Raman one of the world's richest men is looking for a bride., Tamil ,7.7,,"[ ""P. Neelakantan"" ]", M.G. Ramachandran Ashokan Jayalalitha J Nagesh M.N. Nambiar G. Shakuntala ," ""Drama"" ",Raman Thediya Seethai,,,,,
tt0154982,, Tamil ,7.7,,"[ ""K. Balachander"" ]",,,Oru Veedu Iru Vasal,,,,,
tt0819841,When a rich man in Ooty falls in love with a woman he recently befriended his presumed-dead wife returns home to tell him that she is still alive. He claims her to be a lookalike but no ..., Tamil ,7.7,,"[ ""Dada Mirasi"" ]", Saroja Devi B. Shivaji Ganesan Showkar Janaki Aachi Manorama Nagesh M.R. Radha V.K. Ramasamy ," ""Drama"", ""Thriller"" ",Pudhiya Paravai,,,,,
tt0234066,, Tamil ,7.7,,"[ ""R. Krishnan"", ""S. Panju"" ]", Varalakshmi G. Jaishankar Jamuna Nagesh Kutti Padmini ,,Kuzhandaiyum Deivamum,,,,,
tt0187052,, Tamil ,7.7,,"[ ""R. Pattaabhiraaman"" ]", Jaishankar Rajinikanth Sridevi ,,Gayatri,,,,,
tt0235604,A successful businessman develops a hatred towards women as a result of his troubled childhood which involved the separation of his parents owing to his father's affection towards a prostitute., Tamil ,7.7,,"[ ""Balu Mahendra"" ]", Prathap Pothen Shobha Malasia Bhaskar Gandhimathi Mohan Calcutta Viswanathan ,,Moodupani,,,,,
tt4824378,Surya is an easygoing laidback guy who constantly switches jobs. One day he accepts a job from his former employer at a security agency who offers him RM3000 for a 2-day and 1-night job ..., Tamil ,7.7, M.S. Prem Nath ,"[ ""M.S. Prem Nath"" ]", Janani Balu Farah Hanim Denes Kumar Alvin Martin Jasmine Michael Prakash Sai Prashanth Magendran Raman Thiran Kristina Vinokree ," ""Comedy"", ""Horror"" ",Vere Vazhi Ille,,,,,
tt2326059,Raja is the son of the very strict and disciplinarian Colonel Chandrashekhar. Raja's marriage is fixed with Indu (Rambha) the daughter of Chandrashekar's friend Viswanathan. However when..., Tamil ,7.7,,"[ ""Sundar C."" ]", Goundamani Karthik Rhamba ," ""Comedy"" ",Ullathai Allitha,,,,,
tt4315528,, Tamil ,7.7, Bandi Saroj Kumar ,"[ ""Bandi Saroj Kumar"" ]", Tinnu Anand Joe Anthony Atheesh Santhana Bharathi Kishore Kumar G. Lal Biju Menon Ponvannan Sampath Raj Rajesh Santhoshi Sathyan Smitha Srinivasan ," ""Action"" ",Porkkalam,,,,,
tt0411131,Follow Senthil's life through vignettes of his past presented by the people he visits while distributing his marriage invitations. His love life is the aspect in prime focus -- while we are presented with nuggets of other development also., Tamil ,7.7, Cheran ,"[ ""Cheran"" ]", Cheran Sneha Gopika Kanika Mallika Rajesh Ilavarasu Benjamin Kamala ," ""Romance"" ",Autograph,,,,,
tt0277748,Best friends fall in love with the same woman., Tamil ,7.7,,"[ ""C.V. Sridhar"" ]", Kamal Haasan Jayachitra Rajinikanth Sripriya ," ""Drama"", ""Romance"" ",Ilamai Oonjal Aadukirathu,,,,,
tt0280786,, Telugu ,8.2,,"[ ""China Kameswara Rao Dronamraju"" ]", Narayana Rao C.H. C. Krishnaveni Kamala Kotnis ," ""Drama"" ",Jeevana Jyoti,,,,,
tt1579708,, Telugu ,8.1,,"[ ""Sarath"" ]", Brahmanandam Nandamuri Bala Krishna Ramya Krishnan ," ""Family"" ",Vamshaniki Okkadu,,,,,
tt0257962,, Telugu ,8.1,,"[ ""K. Raghavendra Rao"" ]", Mohan Babu Jayasudha ,,Nindu Noorellu,,,,,
tt0290563,, Telugu ,8.1,,"[ ""Hemambharadhara Rao K."" ]", Taraka Rama Rao Nandamuri Savitri Chittor V. Nagaiah Padmanabham Gitanjali Hemalatha ," ""Drama"" ",Devatha,,,,,
tt0262304,, Telugu ,8.1, Narayana Rao Dasari ,"[ ""Narayana Rao Dasari"" ]", Mohan Babu Venkatesh Daggubati Jayasudha Nutan Prasad Rajani Sharada Vijaya Y. ,,Brahma Puthrudu,,,,,
tt0070681,A psychiatrist visiting an village for a wedding turns out to be a deadringer for a former resident of the village., Telugu ,8.1,,"[ ""K. Viswanath"" ]", Sharada Shobhan Babu Jayanthi Satyanarayana Kaikala Raogopalrao Allu Ramalingaiah Rajababu Baby Dolly Shanta Devi ," ""Drama"" ",Sharada,,,,,
tt0245830,As a young boy Chiranjeevi sees the murder of his father and sister but the killers are released because of lack of evidence. This enrages him and he is out to seek revenge in a way not ..., Telugu Hindi ,8.1, Raqueeb Alam Munna Khan ,"[ ""S.A. Chandrashekhar"" ]", Chiranjeevi Madhavi Lakshmi Narayan Rao Kannada Prabhakar Hemasundar Ceylon Manohar Narayana P.L. Mohan Babu Pandharibai ," ""Action"", ""Drama"", ""Crime"" ",Chettaniki Kallu Levu,,,,,
tt3510102,, Telugu ,8.1, Kiran Reddy Thumma ,"[ ""Kiran Reddy Thumma"" ]", Neha Deshpande Rohit Madupu Nagendra Babu Rajarjun Krutika Singhaal ," ""Comedy"", ""Romance"" ",Dil Deewana,,,,,
tt1437622,, Telugu ,8.1,,"[ ""S.D. Lall"" ]", Mohan Babu Krishna Ghattamaneni Jayachitra Jayamalini ,,Mugguru Muggure,,,,,
tt0361506,, Telugu ,8.1,,"[ ""Nageshwara Rao Y."" ]", Mohan Babu Brahmanandam Venkatesh Daggubati Rajani Subbaraya Sarma Sharada ," ""Action"", ""Drama"" ",Dhruvanakshatram,,,,,
tt0263623,Mahabharatha in a nutshell., Telugu ,8.1,,"[ ""Kamalakara Kameshwara Rao"" ]", Krishna Ghattamaneni Shobhan Babu Krishnamraju Jamuna Anjali Devi Satyanarayana Kaikala Chandramohan Randhawa Gummadi Mohan Babu Jaya Prada Vijaya Nirmala Latha ," ""Musical"", ""Drama"", ""Action"" ",Kurukshetramu,,,,,
tt1437586,, Telugu ,8.1,,"[ ""S.D. Lall"" ]", Mohan Babu Krishnamraju Latha ,,Andadu Aagadu,,,,,
tt0155032,A goat and tiger game between a man and women., Telugu ,8.1,,"[ ""K. Balachander"" ]", Gemini Ganesan Jayashankar Nagesh Venniradai Nirmala Srikanth ," ""Comedy"", ""Romance"" ",Poova Thalaya,,,,,
tt0213855,, Telugu ,8.1,,"[ ""Adurthi Subba Rao"" ]", Akkineni Nageshwara Rao Savitri Showkar Janaki S.V. Ranga Rao Nagabhushanam Suryakantham Ramana Reddy Vaasanti ," ""Drama"" ",Manchi Manasulu,,,,,
tt1431723,, Telugu ,8.1, Ravi Raja Pinisetty ,"[ ""Ravi Raja Pinisetty"" ]", Annapoorna Mohan Babu Satyanarayana Kaikala Mallikharjunarao M.S. Narayana Narayana P.L. Rallapalli Rambha Sakshi Ranga Rao Ironleg Sastri Srilakshmi Sujatha Surabhi ,,M Dharmaraju M.A.,,,,,
tt0266077,, Telugu ,8.1, Samudrala Raghavacharya ,"[ ""Kadri Venkata Reddy"" ]", Chittor V. Nagaiah Mudigonda Lingamurthy M.V. Rajamma Doraiswamy Parvatibai Krishnaveni Bezawada Rajarathnam Padmanabham ,,Yogi Vemana,,,,,
tt0320411,, Telugu ,8.1, Tanikella Bharani Geetha Krishna ,"[ ""Geetha Krishna"" ]", Nagarjuna Akkineni Ramya Krishnan Chidathala Appa Rao Sarath Babu Somayajulu J.V. Dubbing Janaki Girish Karnad Mallikharjunarao Rallapalli Sakshi Ranga Rao Narra Venkateswara Rao K.K. Sharma Vijaya Y. ,,Sankeerthana,,,,,
tt0186872,, Telugu ,8.1,,"[ ""V. Madhusudan Rao"" ]", Akkineni Nageshwara Rao Ramakrishna Anjali Devi Shivaji Ganesan Kanchana Sridevi ," ""Drama"", ""Musical"" ",Bhakta Tukaram,,,,,
tt1244510,, Telugu ,8.1,,"[ ""K.S.R. Doss"" ]", Mohan Babu Krishna Ghattamaneni Manjula Nagabhushanam Padmanabham ,,Bhale Dongalu,,,,,
tt1675735,, Telugu ,8.1, Ganapathi Rao Kommanapalli Kranthi Kumar ,"[ ""Kranthi Kumar"" ]", Nagarjuna Akkineni Ashwini Rajendraprasad Tulasi Annapoorna Charan Raj Rallapalli Radhika Sarathkumar Srilakshmi ," ""Action"" ",Aranyakanda,,,,,
tt0261033,Chronicling the life of Sanskrit poet Kali., Telugu ,8.1, Pingali Nagendra Rao Pingali Nagendra Rao ,"[ ""Kamalakara Kameshwara Rao"" ]", Akkineni Nageshwara Rao S.V. Ranga Rao Sriranjani Chilakalpud Seeta Rama Anjaneyulu Rajasulochana Vangara Vaasanti Suri Babu P. Relangi Venkata Ramaiah ," ""Drama"", ""History"", ""Musical"" ",Mahakavi Kalidasu,,,,,
tt0249561,, Telugu ,8.1, Adivishnu Jandhyala ,"[ ""Jandhyala"" ]", Naresh Sri Bharathi Suryakantham Srinivasa Rao Kota Kiran Vinnakota Suthi Velu Brahmanandam Srilakshmi Sandhya Mallikharjunarao Rambabu Ashok Rao Potti Prasad Poornanandam Pucha Chitti Babu ," ""Comedy"" ",Hai Hai Nayaka,,,,,
tt0067607,, Telugu ,8.1,,"[ ""K.S. Prakash Rao"" ]", Akkineni Nageshwara Rao Vanisri Shanta Kumari S.V. Ranga Rao Satyanarayana Kaikala Rajababu Varalakshmi S. Gummadi Venkatesh Daggubati ," ""Drama"", ""Romance"" ",Prem Nagar,,,,,
tt0250213,, Telugu ,8.1,,"[ ""Kodi Ramakrishna"" ]", Rajasekhar Jeevitha Rami Reddy M.S. Reddy ," ""Crime"", ""Drama"" ",Ankusham,,,,,
tt0156690,A 160-minute version of the life of Jesus Christ filmed entirely with a cast and crew of Christian Indians in India., Telugu Hindi ,8.1, Christopher Coelho Johnson Modukuri ,"[ ""A. Bhimsingh"", ""Christopher Coelho"" ]", Chandramohan Rajasulochana Vijayachander ," ""Biography"", ""Drama"", ""Family"" ",Karunamayudu,,,,,
tt3207378,A corrupt cops gets a shock of his life and has no other way but to change., Telugu ,8.1, Vasu Athaluri An Bose ,"[ ""An Bose"" ]", Sundeep Kishan Nisha Agarwal Sampath Raj Sapthagiri Sattanna Malladi Ajay Ghosh Ravi Varma Nanaji ," ""Drama"" ",DK Bose,,,,,
tt3978972,A Feel Good Heart Touching Movie..Must Watch..!!!!, Telugu ,8.1, Thammudu Sathyam ,"[ ""Kranthi Madhav"" ]", Giri Babu Raghu Babu Chalapathi Rao Kalyani Rajendraprasad ," ""Drama"" ",Onamalu,,,,,
tt0245829,A comedy about the famous (Self-proclaimed) detective - James Pond - as he tries to find the lost son of a famous industrialist, Telugu ,8.1, Jandhyala Jandhyala ,"[ ""Jandhyala"" ]", Chiranjeevi Suhasini Allu Aravind Chandramohan Kongara Jaggaiah Raavi Kondala Rao Aruna Mucherla Bheema Raju Allu Ramalingaiah Sakshi Ranga Rao Srilakshmi Sudhakar Suthi Veerabhadra Rao Suthi Velu Viswanatham ," ""Comedy"" ",Chantabbai,,,,,
tt0262447,, Telugu ,8.1,,"[ ""Narayana Rao Dasari"" ]", Shobhan Babu Ramana Murthi J.V. Devadas Kanakala Prabhakar Reddy Ramaprabha Savitri Sharada Sujatha ,,Gorintaku,,,,,
tt0249164,, Telugu ,8.1, Jandhyala Jandhyala ,"[ ""Jandhyala"" ]", Naresh Poornima Suthi Veerabhadra Rao Nutan Prasad Melkote Jit Mohan Mitra Aruna Mucherla Potti Prasad Rallapalli Sangeetha Subbaraya Sarma Srilakshmi Suthi Velu Vidyasagar Viswanatham ," ""Comedy"" ",Srivaariki Premalekha,,,,,
